,Order,Pollinator.name,Genus,Species,Taxa,SystemCode,Degree,d,Strength,ND,SystemReference,Size,SizeType
191,Diptera,Bombylius.major,Bombylius,major,Bombylius major,nca,9,0.735836575,3.814582504,0.019271949,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",16,BL
253,Hymenoptera,Ceratina.calcarata,Ceratina,calcarata,Ceratina calcarata,nca,3,0.222570938,0.024088536,0.006423983,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",1.273809524,ITD
328,Hymenoptera,Dialictus.abanci,Dialictus,abanci,Dialictus abanci,nca,6,0.301531902,0.21491623,0.012847966,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",6,BL
331,Hymenoptera,Dialictus.cressonii,Dialictus,cressonii,Dialictus cressonii,nca,3,0.262409534,0.057414181,0.006423983,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",6.5,BL
408,Lepidoptera,Euchlo.creusa,Euchlo,creusa,Euchlo creusa,nca,2,0.234310595,0.018401099,0.004282655,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",30,WS
468,Diptera,Gonia.sp,Gonia,sp,Gonia sp,nca,5,0.339588913,0.161282781,0.010706638,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",10,BL
470,Hymenoptera,Halictid.sp,Halictid,sp,Halictid sp,nca,3,0.342247889,0.088517109,0.006423983,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",7,BL
506,Diptera,Hylemya.platura,Hylemya,platura,Hylemya platura,nca,2,0.367452058,0.104529163,0.004282655,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",5,BL
518,Hymenoptera,Lasioglossum.fuscipenne,Lasioglossum,fuscipenne,Lasioglossum fuscipenne,nca,1,0.329865795,0.006756757,0.002141328,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",1.81,ITD
520,Hymenoptera,Lasioglossum.macoupinense,Lasioglossum,macoupinense,Lasioglossum macoupinense,nca,5,0.348226254,0.144545852,0.010706638,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",1.193333333,ITD
545,Lepidoptera,Lycaenopsis.argiolus,Lycaenopsis,argiolus,Lycaenopsis argiolus,nca,1,0.137626558,0.001955034,0.002141328,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",35,WS
565,Hymenoptera,Megachile.laboriosa,Megachile,laboriosa,Megachile laboriosa,nca,2,0.585092136,0.098214286,0.004282655,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",22,BL
621,Hymenoptera,Nomada.bishopii,Nomada,bishopii,Nomada bishopii,nca,1,0.271329138,0.004366812,0.002141328,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",9.5,BL
623,Hymenoptera,Nomada.luteola,Nomada,luteola,Nomada luteola,nca,1,0.070609502,0.013100437,0.002141328,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",11.25,BL
625,Hymenoptera,Nomada.perplexa,Nomada,perplexa,Nomada perplexa,nca,4,0.24323807,0.055279045,0.00856531,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",8,BL
626,Hymenoptera,Nomada.pygmaea,Nomada,pygmaea,Nomada pygmaea,nca,3,0.25733295,0.036410955,0.006423983,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",1.456666667,ITD
627,Hymenoptera,Nomada.sayi,Nomada,sayi,Nomada sayi,nca,1,0.313668796,0.004366812,0.002141328,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",6.75,BL
630,Hymenoptera,Nomada.sp,Nomada,sp,Nomada sp,nca,6,0.590827928,0.289893571,0.012847966,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",9.5,BL
647,Hymenoptera,Osmia.atriventris,Osmia,atriventris,Osmia atriventris,nca,2,0.511746707,0.124211548,0.004282655,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",1.922,ITD
653,Hymenoptera,Osmia.conjucta,Osmia,conjucta,Osmia conjucta,nca,6,0.271069448,0.158707726,0.012847966,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",9,BL
655,Hymenoptera,Osmia.lignaria,Osmia,lignaria,Osmia lignaria,nca,3,0.573817869,0.025662655,0.006423983,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",3.4,ITD
666,Hymenoptera,Osmia.simillima,Osmia,simillima,Osmia simillima,nca,1,0.558022974,0.037037037,0.002141328,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",11.5,BL
667,Hymenoptera,Osmia.sp,Osmia,sp,Osmia sp,nca,5,0.220798394,0.046107474,0.010706638,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",10.5,BL
722,Diptera,Platycheirus.obscurus,Platycheirus,obscurus,Platycheirus obscurus,nca,4,0.253432869,0.053591371,0.00856531,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",8.1,BL
850,Diptera,Toxomerus.geminatus,Toxomerus,geminatus,Toxomerus geminatus,nca,3,0.246998638,0.038287101,0.006423983,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",6.75,BL
872,,Unidentified.sp,Unidentified,sp,Unidentified sp,nca,1,0.404921502,0.013513514,0.002141328,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",NA,NA
900,Hymenoptera,Xylocopa.virginica,Xylocopa,virginica,Xylocopa virginica,nca,6,0.362670758,0.533619165,0.012847966,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",5.834333334,ITD
5,Lepidoptera,Adela.purpurea,Adela,purpurea,Adela purpurea,otw,1,0.667455246,0.145985401,0.002141328,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",7,BL
22,Hymenoptera,Andrena.alleghaniensis,Andrena,alleghaniensis,Andrena alleghaniensis,otw,3,0.469549428,0.103858179,0.006423983,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",2.316666667,ITD
26,Hymenoptera,Andrena.bradleyi,Andrena,bradleyi,Andrena bradleyi,otw,5,0.628305015,0.551067202,0.010706638,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",2.033333333,ITD
29,Hymenoptera,Andrena.carlini,Andrena,carlini,Andrena carlini,otw,5,0.348718344,0.118293823,0.010706638,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",2.696428571,ITD
31,Hymenoptera,Andrena.carolina,Andrena,carolina,Andrena carolina,otw,4,0.439176618,0.124805286,0.00856531,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",1.7,ITD
48,Hymenoptera,Andrena.mandibularis,Andrena,mandibularis,Andrena mandibularis,otw,6,0.596197547,0.599501474,0.012847966,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",2.18,ITD
62,Hymenoptera,Andrena.regularis,Andrena,regularis,Andrena regularis,otw,7,0.587087306,0.690980742,0.014989293,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",2.6,ITD
70,Hymenoptera,Andrena.vicina,Andrena,vicina,Andrena vicina,otw,8,0.586916067,0.796441946,0.017130621,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",2.48125,ITD
112,Hymenoptera,Apis.mellifera,Apis,mellifera,Apis mellifera,otw,5,0.582902494,0.196659386,0.010706638,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",3.3,ITD
159,Hymenoptera,Bombus.impatiens,Bombus,impatiens,Bombus impatiens,otw,7,0.539735614,0.906418274,0.014989293,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",4.511,ITD
174,Hymenoptera,Bombus.perplexus,Bombus,perplexus,Bombus perplexus,otw,5,0.468012024,0.195789361,0.010706638,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",3.668823529,ITD
179,Hymenoptera,Bombus.sandersoni,Bombus,sandersoni,Bombus sandersoni,otw,9,0.468823267,0.374831633,0.019271949,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",3.346666667,ITD
180,Hymenoptera,Bombus.ternarius,Bombus,ternarius,Bombus ternarius,otw,11,0.528519723,0.888781686,0.023554604,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",2.8625,ITD
185,Hymenoptera,Bombus.terricola,Bombus,terricola,Bombus terricola,otw,5,0.656687059,0.763463308,0.010706638,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",3.1875,ITD
301,Hymenoptera,Colletes.inaequalis,Colletes,inaequalis,Colletes inaequalis,otw,5,0.685388077,0.585009393,0.010706638,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",2.862666667,ITD
319,Coleoptera,Cyphon.variabilis,Cyphon,variabilis,Cyphon variabilis,otw,1,0.755710021,0.270072993,0.002141328,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",3.5,BL
336,Hymenoptera,Dialictus.pilosus,Dialictus,pilosus,Dialictus pilosus,otw,3,0.597223952,0.217133141,0.006423983,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",6,BL
343,Diptera,Dilophus.caurinus,Dilophus,caurinus,Dilophus caurinus,otw,1,0.911854356,0.659090909,0.002141328,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",4.55,BL
389,Diptera,Eristalis.dimidiata,Eristalis,dimidiata,Eristalis dimidiata,otw,4,0.475182592,0.17367946,0.00856531,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",13.5,BL
484,Diptera,Helophilus.fasciatus,Helophilus,fasciatus,Helophilus fasciatus,otw,5,0.423999633,0.134379842,0.010706638,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",14,BL
487,Diptera,Helophilus.laetus,Helophilus,laetus,Helophilus laetus,otw,3,0.467432882,0.107811766,0.006423983,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",12.5,BL
489,Diptera,Helophilus.latifrons,Helophilus,latifrons,Helophilus latifrons,otw,3,0.554760977,0.154058085,0.006423983,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",13,BL
499,Diptera,Hybomitra.minuscula,Hybomitra,minuscula,Hybomitra minuscula,otw,1,0.678683676,0.137931034,0.002141328,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",8.53,BL
500,Diptera,Hybomitra.typhus,Hybomitra,typhus,Hybomitra typhus,otw,2,0.826386051,0.473057644,0.004282655,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",12,BL
548,Coleoptera,Macrodactlyus.subspinosus,Macrodactlyus,subspinosus,Macrodactlyus subspinosus,otw,1,0.706865844,0.172413793,0.002141328,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",10.5,BL
587,Diptera,Melanostoma.sp,Melanostoma,sp,Melanostoma sp,otw,4,0.281126619,0.615326841,0.00856531,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",7,BL
759,Diptera,Pyrophaena.rosarum,Pyrophaena,rosarum,Pyrophaena rosarum,otw,5,0.515770099,0.385612214,0.010706638,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",2.4,HW
779,Diptera,Sericomyia.transversa,Sericomyia,transversa,Sericomyia transversa,otw,5,0.631865083,0.403515709,0.010706638,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",16.7,BL
788,Diptera,Sphaerophoria.sp,Sphaerophoria,sp,Sphaerophoria sp,otw,4,0.159955444,0.264569447,0.00856531,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",15.175,BL
796,Diptera,Spilogona.fatima,Spilogona,fatima,Spilogona fatima,otw,4,0.516957351,0.184828474,0.00856531,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",4.84,BL
806,Diptera,Syritta.pipiens,Syritta,pipiens,Syritta pipiens,otw,4,0.670596603,0.37416724,0.00856531,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",7.5,BL
815,Diptera,Syrphus.torvus,Syrphus,torvus,Syrphus torvus,otw,2,0.423999633,0.195981555,0.004282655,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",3.6,HW
844,Lepidoptera,Thymelicus.lineola,Thymelicus,lineola,Thymelicus lineola,otw,2,0.717608312,0.367816092,0.004282655,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",28.5,WS
852,Diptera,Toxomerus.marginatus,Toxomerus,marginatus,Toxomerus marginatus,otw,1,0.808640006,0.666666667,0.002141328,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",8,BL
2,Coleoptera,Acmaeops.pratensis,Acmaeops,pratensis,Acmaeops pratensis,ppc,3,0.452117026,0.061377901,0.006423983,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",7,BL
4,Diptera,Adejeania.vexatrix,Adejeania,vexatrix,Adejeania vexatrix,ppc,3,0.527584593,0.11131491,0.006423983,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",19,BL
10,Hymenoptera,Agapostemon.coloradensis,Agapostemon,coloradensis,Agapostemon coloradensis,ppc,2,0.673811018,0.196428571,0.004282655,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10.75,BL
11,Hymenoptera,Agapostemon.sp,Agapostemon,sp,Agapostemon sp,ppc,2,0.564301079,0.097069597,0.004282655,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10.75,BL
12,Hymenoptera,Agapostemon.splendens,Agapostemon,splendens,Agapostemon splendens,ppc,4,0.621470819,0.665016006,0.00856531,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",2.384285714,ITD
13,Hymenoptera,Agathis.vulgaris,Agathis,vulgaris,Agathis vulgaris,ppc,1,0.628191392,0.0625,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",8,BL
19,Hymenoptera,Ancistrocerus.sp,Ancistrocerus,sp,Ancistrocerus sp,ppc,5,0.537962199,0.254978365,0.010706638,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",9,BL
23,Hymenoptera,Andrena.apacheorum,Andrena,apacheorum,Andrena apacheorum,ppc,2,0.504437356,0.062403698,0.004282655,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",9,BL
25,Hymenoptera,Andrena.braccata,Andrena,braccata,Andrena braccata,ppc,1,0.453195669,0.016949153,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",3.0375,ITD
27,Hymenoptera,Andrena.canadensis,Andrena,canadensis,Andrena canadensis,ppc,2,0.461430579,0.041770058,0.004282655,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",1.983333333,ITD
34,Hymenoptera,Andrena.crataegi,Andrena,crataegi,Andrena crataegi,ppc,9,0.515328127,0.501409828,0.019271949,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",2.2,ITD
37,Hymenoptera,Andrena.edwiniae,Andrena,edwiniae,Andrena edwiniae,ppc,2,0.580972569,0.116550117,0.004282655,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",12,BL
42,Hymenoptera,Andrena.gardineri,Andrena,gardineri,Andrena gardineri,ppc,1,0.678438386,0.090909091,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10,BL
44,Hymenoptera,Andrena.imitatrix,Andrena,imitatrix,Andrena imitatrix,ppc,1,0.070609502,0.090909091,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",1.9,ITD
46,Hymenoptera,Andrena.lewisi,Andrena,lewisi,Andrena lewisi,ppc,1,0.553146014,0.035714286,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",8,BL
47,Hymenoptera,Andrena.madronitens,Andrena,madronitens,Andrena madronitens,ppc,14,0.486697157,0.927496328,0.029978587,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",8,BL
58,Hymenoptera,Andrena.placida,Andrena,placida,Andrena placida,ppc,1,0.446544639,0.016129032,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10.5,BL
59,Hymenoptera,Andrena.prunorum,Andrena,prunorum,Andrena prunorum,ppc,4,0.518658584,0.228844888,0.00856531,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",2.6,ITD
66,Hymenoptera,Andrena.sp,Andrena,sp,Andrena sp,ppc,3,0.070609502,0.211915535,0.006423983,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",8,BL
71,Hymenoptera,Andrena.vicina,Andrena,vicina,Andrena vicina,ppc,10,0.504183148,0.713453832,0.021413276,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",2.48125,ITD
74,Hymenoptera,Andrena.washingtoni,Andrena,washingtoni,Andrena washingtoni,ppc,2,0.474932238,0.045248869,0.004282655,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",9,BL
79,NA,Andronicus.sp,Andronicus,sp,Andronicus sp,ppc,4,0.45699491,0.094433496,0.00856531,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",NA,NA
85,Hymenoptera,Anthidium.tenuiflorae,Anthidium,tenuiflorae,Anthidium tenuiflorae,ppc,1,0.691219635,0.1,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10,BL
88,Diptera,Anthomyia.sp,Anthomyia,sp,Anthomyia sp,ppc,1,1,1,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",5.6,BL
91,Hymenoptera,Anthophora.bomboides,Anthophora,bomboides,Anthophora bomboides,ppc,1,0.478100637,0.020408163,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",3.7,ITD
92,Hymenoptera,Anthophora.neomexicana,Anthophora,neomexicana,Anthophora neomexicana,ppc,1,0.508710489,0.025641026,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",3.7,ITD
93,Hymenoptera,Anthophora.occidentalis,Anthophora,occidentalis,Anthophora occidentalis,ppc,1,0.483689013,0.021276596,0.002141328,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",15,BL
